[2025-05-08T16:58:09.266Z] Starting monitor process...
[2025-05-08T17:08:09.507Z] Received message: []
[2025-05-08T17:09:09.510Z] Received message: []
[2025-05-08T17:10:09.515Z] Received message: []
[2025-05-08T17:11:09.520Z] Received message: []
[2025-05-08T17:12:09.527Z] Received message: []
[2025-05-08T17:13:09.531Z] Received message: []
[2025-05-08T17:14:09.537Z] Received message: []
[2025-05-08T17:15:09.540Z] Received message: []
[2025-05-08T17:16:09.544Z] Received message: []
[2025-05-08T17:17:09.548Z] Received message: []
[2025-05-08T17:18:09.552Z] Received message: []
[2025-05-08T17:19:09.556Z] Received message: []
[2025-05-08T17:20:09.560Z] Received message: []
[2025-05-08T17:21:09.566Z] Received message: []
[2025-05-08T17:22:09.570Z] Received message: []
[2025-05-08T17:23:09.575Z] Received message: []
[2025-05-08T17:24:09.580Z] Received message: []
[2025-05-08T17:25:09.585Z] Received message: []
[2025-05-08T17:26:09.590Z] Received message: []
[2025-05-08T17:27:09.594Z] Received message: []
[2025-05-08T17:28:09.597Z] Received message: []
[2025-05-08T17:29:09.601Z] Received message: []
[2025-05-08T17:30:09.606Z] Received message: []
[2025-05-08T17:31:09.611Z] Received message: []
[2025-05-08T17:32:09.616Z] Received message: []
[2025-05-08T17:33:09.621Z] Received message: []
[2025-05-08T17:34:09.627Z] Received message: []
[2025-05-08T17:35:09.632Z] Received message: []
[2025-05-08T17:36:09.638Z] Received message: []
[2025-05-08T17:37:09.640Z] Received message: []
[2025-05-08T17:38:09.643Z] Received message: []
[2025-05-08T17:39:09.648Z] Received message: []
[2025-05-08T17:40:09.653Z] Received message: []
[2025-05-08T17:41:09.655Z] Received message: []
[2025-05-08T17:42:09.657Z] Received message: []
[2025-05-08T17:43:09.661Z] Received message: []
[2025-05-08T17:44:09.667Z] Received message: []
[2025-05-08T17:45:09.670Z] Received message: []
[2025-05-08T17:46:09.673Z] Received message: []
[2025-05-08T17:47:09.678Z] Received message: []
[2025-05-08T17:48:09.683Z] Received message: []
[2025-05-08T17:49:09.689Z] Received message: []
[2025-05-08T17:50:09.693Z] Received message: []
[2025-05-08T17:51:09.697Z] Received message: []
[2025-05-08T17:52:09.701Z] Received message: []
[2025-05-08T17:53:09.706Z] Received message: []
[2025-05-08T17:54:09.710Z] Received message: []
[2025-05-08T17:55:09.714Z] Received message: []
[2025-05-08T17:56:09.721Z] Received message: []
[2025-05-08T17:57:09.726Z] Received message: []
[2025-05-08T17:58:09.730Z] Received message: []
[2025-05-08T17:59:09.732Z] Received message: []
[2025-05-08T18:00:09.736Z] Received message: []
[2025-05-08T18:01:09.740Z] Received message: []
[2025-05-08T18:02:09.743Z] Received message: []
[2025-05-08T18:03:09.747Z] Received message: []
[2025-05-08T18:04:09.751Z] Received message: []
[2025-05-08T18:05:09.754Z] Received message: []
[2025-05-08T18:06:09.760Z] Received message: []
[2025-05-08T18:07:09.763Z] Received message: []
[2025-05-08T18:08:09.766Z] Received message: []
[2025-05-08T18:09:09.768Z] Received message: []
[2025-05-08T18:10:09.773Z] Received message: []
[2025-05-08T18:11:09.777Z] Received message: []
[2025-05-08T18:12:09.781Z] Received message: []
[2025-05-08T18:13:09.785Z] Received message: []
[2025-05-08T18:14:09.790Z] Received message: []
[2025-05-08T18:15:09.792Z] Received message: []
[2025-05-08T18:16:09.793Z] Received message: []
[2025-05-08T18:17:09.797Z] Received message: []
[2025-05-08T18:18:09.803Z] Received message: []
[2025-05-08T18:19:09.807Z] Received message: []
[2025-05-08T18:20:09.810Z] Received message: []
[2025-05-08T18:21:09.814Z] Received message: []
[2025-05-08T18:22:09.820Z] Received message: []
[2025-05-08T18:23:09.826Z] Received message: []
[2025-05-08T18:24:09.830Z] Received message: []
[2025-05-08T18:25:09.834Z] Received message: []
[2025-05-08T18:26:09.840Z] Received message: []
[2025-05-08T18:27:09.844Z] Received message: []
[2025-05-08T18:28:09.848Z] Received message: []
[2025-05-08T18:29:09.852Z] Received message: []
[2025-05-08T18:30:09.857Z] Received message: []
[2025-05-08T18:31:09.862Z] Received message: []
[2025-05-08T18:32:09.867Z] Received message: []
[2025-05-08T18:33:09.873Z] Received message: []
[2025-05-08T18:34:09.876Z] Received message: []
[2025-05-08T18:35:09.880Z] Received message: []
[2025-05-08T18:36:09.884Z] Received message: []
[2025-05-08T18:37:09.889Z] Received message: []
[2025-05-08T18:38:09.894Z] Received message: []
[2025-05-08T18:39:09.898Z] Received message: []
[2025-05-08T18:40:09.902Z] Received message: []
[2025-05-08T18:41:09.906Z] Received message: []
[2025-05-08T18:42:09.911Z] Received message: []
[2025-05-08T18:43:09.915Z] Received message: []
[2025-05-08T18:44:09.919Z] Received message: []
[2025-05-08T18:45:09.922Z] Received message: []
[2025-05-08T18:46:09.949Z] Received message: []
[2025-05-08T18:47:09.952Z] Received message: []
[2025-05-08T18:48:09.956Z] Received message: []
[2025-05-08T18:49:09.961Z] Received message: []
[2025-05-08T18:50:09.967Z] Received message: []
[2025-05-08T18:51:09.972Z] Received message: []
[2025-05-08T18:52:09.976Z] Received message: []
[2025-05-08T18:53:09.981Z] Received message: []
[2025-05-08T18:54:09.987Z] Received message: []
[2025-05-08T18:55:09.992Z] Received message: []
[2025-05-08T18:56:09.998Z] Received message: []
[2025-05-08T18:57:10.003Z] Received message: []
[2025-05-08T18:58:10.008Z] Received message: []
[2025-05-08T18:59:10.010Z] Received message: []
[2025-05-08T19:00:10.014Z] Received message: []
[2025-05-08T19:01:10.019Z] Received message: []
[2025-05-08T19:02:10.023Z] Received message: []
[2025-05-08T19:03:10.027Z] Received message: []
[2025-05-08T19:04:10.030Z] Received message: []
[2025-05-08T19:05:10.034Z] Received message: []
[2025-05-08T19:06:10.037Z] Received message: []
[2025-05-08T19:07:10.042Z] Received message: []
[2025-05-08T19:08:10.047Z] Received message: []
[2025-05-08T19:09:10.051Z] Received message: []
[2025-05-08T19:10:10.056Z] Received message: []
[2025-05-08T19:11:10.062Z] Received message: []
[2025-05-08T19:12:10.067Z] Received message: []
[2025-05-08T19:13:10.071Z] Received message: []
[2025-05-08T19:14:10.076Z] Received message: []
[2025-05-08T19:15:10.081Z] Received message: []
[2025-05-08T19:16:10.083Z] Received message: []
[2025-05-08T19:17:10.087Z] Received message: []
[2025-05-08T19:18:10.092Z] Received message: []
[2025-05-08T19:19:10.100Z] Received message: []
[2025-05-08T19:20:10.103Z] Received message: []
[2025-05-08T19:21:10.107Z] Received message: []
[2025-05-08T19:22:10.111Z] Received message: []
[2025-05-08T19:23:10.116Z] Received message: []
[2025-05-08T19:24:10.121Z] Received message: []
[2025-05-08T19:25:10.125Z] Received message: []
[2025-05-08T19:26:10.134Z] Received message: []
[2025-05-08T19:27:10.139Z] Received message: []
[2025-05-08T19:28:10.142Z] Received message: []
[2025-05-08T19:29:10.146Z] Received message: []
[2025-05-08T19:30:10.151Z] Received message: []
[2025-05-08T19:31:10.154Z] Received message: []
[2025-05-08T19:32:10.157Z] Received message: []
[2025-05-08T19:33:10.161Z] Received message: []
[2025-05-08T19:34:10.163Z] Received message: []
[2025-05-08T19:35:10.167Z] Received message: []
[2025-05-08T19:36:10.170Z] Received message: []
[2025-05-08T19:37:10.176Z] Received message: []
[2025-05-08T19:38:10.179Z] Received message: []
[2025-05-08T19:39:10.183Z] Received message: []
[2025-05-08T19:40:10.186Z] Received message: []
[2025-05-08T19:41:10.190Z] Received message: []
[2025-05-08T19:42:10.200Z] Received message: []
[2025-05-08T19:43:10.215Z] Received message: []
[2025-05-08T19:44:10.219Z] Received message: []
[2025-05-08T19:45:10.225Z] Received message: []
[2025-05-08T19:46:10.231Z] Received message: []
[2025-05-08T19:47:10.236Z] Received message: []
[2025-05-08T19:48:10.241Z] Received message: []
[2025-05-08T19:49:10.245Z] Received message: []
[2025-05-08T19:50:10.247Z] Received message: []
[2025-05-08T19:51:10.250Z] Received message: []
[2025-05-08T19:52:10.252Z] Received message: []
[2025-05-08T19:53:10.255Z] Received message: []
[2025-05-08T19:54:10.258Z] Received message: []
[2025-05-08T19:55:10.263Z] Received message: []
[2025-05-08T19:56:10.269Z] Received message: []
[2025-05-08T19:57:10.273Z] Received message: []
[2025-05-08T19:58:10.278Z] Received message: []
[2025-05-08T19:59:10.280Z] Received message: []
[2025-05-08T20:00:10.282Z] Received message: []
[2025-05-08T20:01:10.286Z] Received message: []
[2025-05-08T20:02:10.292Z] Received message: []
[2025-05-08T20:03:10.296Z] Received message: []
[2025-05-08T20:04:10.301Z] Received message: []
[2025-05-08T20:05:10.305Z] Received message: []
[2025-05-08T20:06:10.309Z] Received message: []
[2025-05-08T20:07:10.314Z] Received message: []
[2025-05-08T20:08:10.323Z] Received message: []
[2025-05-08T20:09:10.328Z] Received message: []
[2025-05-08T20:10:10.330Z] Received message: []
[2025-05-08T20:11:10.333Z] Received message: []
[2025-05-08T20:12:10.336Z] Received message: []
[2025-05-08T20:13:10.340Z] Received message: []
[2025-05-08T20:14:10.345Z] Received message: []
[2025-05-08T20:15:10.350Z] Received message: []
[2025-05-08T20:16:10.353Z] Received message: []
[2025-05-08T20:17:10.358Z] Received message: []
[2025-05-08T20:18:10.362Z] Received message: []
[2025-05-08T20:19:10.366Z] Received message: []
[2025-05-08T20:20:10.371Z] Received message: []
[2025-05-08T20:21:10.377Z] Received message: []
[2025-05-08T20:22:10.382Z] Received message: []
[2025-05-08T20:23:10.388Z] Received message: []
[2025-05-08T20:24:10.393Z] Received message: []
[2025-05-08T20:25:10.398Z] Received message: []
[2025-05-08T20:26:10.400Z] Received message: []
[2025-05-08T20:27:10.403Z] Received message: []
[2025-05-08T20:28:10.406Z] Received message: []
[2025-05-08T20:29:10.411Z] Received message: []
[2025-05-08T20:30:10.416Z] Received message: []
[2025-05-08T20:31:10.420Z] Received message: []
[2025-05-08T20:32:10.425Z] Received message: []
[2025-05-08T20:33:10.430Z] Received message: []
[2025-05-08T20:34:10.433Z] Received message: []
[2025-05-08T20:35:10.438Z] Received message: []
[2025-05-08T20:36:10.444Z] Received message: []
[2025-05-08T20:37:10.449Z] Received message: []
[2025-05-08T20:38:10.452Z] Received message: []
[2025-05-08T20:39:10.457Z] Received message: []
[2025-05-08T20:40:10.462Z] Received message: []
[2025-05-08T20:41:10.466Z] Received message: []
[2025-05-08T20:42:10.471Z] Received message: []
[2025-05-08T20:43:10.474Z] Received message: []
[2025-05-08T20:44:10.476Z] Received message: []
[2025-05-08T20:45:10.477Z] Received message: []
[2025-05-08T20:46:10.479Z] Received message: []
[2025-05-08T20:47:10.481Z] Received message: []
[2025-05-08T20:48:10.486Z] Received message: []
[2025-05-08T20:49:10.495Z] Received message: []
[2025-05-08T20:50:10.500Z] Received message: []
[2025-05-08T20:51:10.502Z] Received message: []
[2025-05-08T20:52:10.505Z] Received message: []
[2025-05-08T20:53:10.508Z] Received message: []
[2025-05-08T20:54:10.513Z] Received message: []
[2025-05-08T20:55:10.519Z] Received message: []
[2025-05-08T20:56:10.522Z] Received message: []
[2025-05-08T20:57:10.524Z] Received message: []
[2025-05-08T20:58:10.528Z] Received message: []
[2025-05-08T20:59:10.532Z] Received message: []
[2025-05-08T21:00:10.534Z] Received message: []
[2025-05-08T21:01:10.540Z] Received message: []
[2025-05-08T21:02:10.541Z] Received message: []
[2025-05-08T21:03:10.545Z] Received message: []
[2025-05-08T21:04:10.548Z] Received message: []
[2025-05-08T21:05:10.550Z] Received message: []
[2025-05-08T21:06:10.552Z] Received message: []
[2025-05-08T21:07:10.556Z] Received message: []
[2025-05-08T21:22:51.722Z] Received message: []
[2025-05-08T21:23:51.726Z] Received message: []
[2025-05-08T21:24:51.734Z] Received message: []
[2025-05-08T21:25:51.737Z] Received message: []
[2025-05-08T21:26:51.741Z] Received message: []
[2025-05-08T21:27:51.746Z] Received message: []
[2025-05-08T21:28:51.751Z] Received message: []
[2025-05-08T21:29:51.756Z] Received message: []
[2025-05-08T21:30:51.759Z] Received message: []
[2025-05-08T21:31:51.763Z] Received message: []
[2025-05-08T21:32:51.771Z] Received message: []
[2025-05-08T21:33:51.775Z] Received message: []
[2025-05-08T21:34:51.779Z] Received message: []
[2025-05-08T21:35:51.783Z] Received message: []
[2025-05-08T21:36:51.788Z] Received message: []
[2025-05-08T21:37:51.791Z] Received message: []
[2025-05-08T21:38:51.793Z] Received message: []
[2025-05-08T21:39:51.794Z] Received message: []
[2025-05-08T21:40:51.797Z] Received message: []
[2025-05-08T21:41:51.799Z] Received message: []
[2025-05-08T21:42:51.801Z] Received message: []
[2025-05-08T21:43:51.802Z] Received message: []
[2025-05-08T21:44:51.806Z] Received message: []
[2025-05-08T21:45:51.809Z] Received message: []
[2025-05-08T21:46:51.812Z] Received message: []
[2025-05-08T21:47:51.815Z] Received message: []
[2025-05-08T21:48:51.819Z] Received message: []
[2025-05-08T21:49:51.822Z] Received message: []
[2025-05-08T21:50:51.824Z] Received message: []
[2025-05-08T21:51:51.828Z] Received message: []
[2025-05-08T21:52:51.829Z] Received message: []
[2025-05-08T21:53:51.837Z] Received message: []
[2025-05-08T21:54:51.840Z] Received message: []
[2025-05-08T21:55:51.844Z] Received message: []
[2025-05-08T21:56:51.848Z] Received message: []
[2025-05-08T21:57:51.854Z] Received message: []
[2025-05-08T21:58:51.856Z] Received message: []
[2025-05-08T21:59:51.858Z] Received message: []
[2025-05-08T22:00:51.860Z] Received message: []
[2025-05-09T00:20:52.620Z] Received message: []
[2025-05-09T00:21:52.622Z] Received message: []
[2025-05-09T00:22:53.502Z] Received message: []
[2025-05-09T00:23:53.506Z] Received message: []
[2025-05-09T00:24:53.512Z] Received message: []
[2025-05-09T00:25:53.516Z] Received message: []
[2025-05-09T00:26:53.521Z] Received message: []
[2025-05-09T00:27:53.525Z] Received message: []
[2025-05-09T00:28:53.530Z] Received message: []
[2025-05-09T00:29:53.535Z] Received message: []
[2025-05-09T00:30:53.539Z] Received message: []
[2025-05-09T00:31:53.544Z] Received message: []
[2025-05-09T00:32:53.547Z] Received message: []
[2025-05-09T00:33:53.550Z] Received message: []
[2025-05-09T00:34:53.554Z] Received message: []
[2025-05-09T00:35:53.557Z] Received message: []
[2025-05-09T00:36:53.561Z] Received message: []
[2025-05-09T00:37:53.567Z] Received message: []
[2025-05-09T00:38:53.571Z] Received message: []
[2025-05-09T00:39:53.575Z] Received message: []
[2025-05-09T00:40:53.579Z] Received message: []
[2025-05-09T00:41:53.584Z] Received message: []
[2025-05-09T00:42:53.588Z] Received message: []
[2025-05-09T00:43:53.589Z] Received message: []
[2025-05-09T00:44:53.593Z] Received message: []
[2025-05-09T00:45:53.597Z] Received message: []
[2025-05-09T00:46:53.602Z] Received message: []
[2025-05-09T00:47:53.606Z] Received message: []
[2025-05-09T00:48:53.611Z] Received message: []
[2025-05-09T00:49:53.614Z] Received message: []
[2025-05-09T00:50:53.619Z] Received message: []
[2025-05-09T00:51:53.621Z] Received message: []
[2025-05-09T00:52:53.623Z] Received message: []
[2025-05-09T00:53:53.628Z] Received message: []
[2025-05-09T00:54:53.632Z] Received message: []
[2025-05-09T00:55:53.638Z] Received message: []
[2025-05-09T00:56:53.643Z] Received message: []
[2025-05-09T00:57:53.647Z] Received message: []
[2025-05-09T00:58:53.650Z] Received message: []
[2025-05-09T00:59:53.654Z] Received message: []
[2025-05-09T01:00:53.658Z] Received message: []
[2025-05-09T01:01:53.662Z] Received message: []
[2025-05-09T01:02:53.667Z] Received message: []
[2025-05-09T01:03:53.671Z] Received message: []
[2025-05-09T01:04:53.675Z] Received message: []
[2025-05-09T01:05:53.678Z] Received message: []
[2025-05-09T01:06:53.681Z] Received message: []
[2025-05-09T01:07:53.686Z] Received message: []
[2025-05-09T01:08:53.689Z] Received message: []
[2025-05-09T01:09:53.691Z] Received message: []
[2025-05-09T01:10:53.695Z] Received message: []
[2025-05-09T01:11:53.698Z] Received message: []
[2025-05-09T01:12:53.702Z] Received message: []
[2025-05-09T01:13:53.704Z] Received message: []
[2025-05-09T01:14:53.706Z] Received message: []
[2025-05-09T01:15:53.709Z] Received message: []
[2025-05-09T01:16:53.713Z] Received message: []
[2025-05-09T01:17:53.716Z] Received message: []
[2025-05-09T01:18:53.720Z] Received message: []
[2025-05-09T01:19:53.723Z] Received message: []
[2025-05-09T01:20:53.729Z] Received message: []
[2025-05-09T01:21:53.733Z] Received message: []
[2025-05-09T01:22:53.736Z] Received message: []
[2025-05-09T01:23:53.737Z] Received message: []
[2025-05-09T01:24:53.741Z] Received message: []
[2025-05-09T01:25:53.745Z] Received message: []
[2025-05-09T01:26:53.749Z] Received message: []
[2025-05-09T01:27:53.753Z] Received message: []
[2025-05-09T01:28:53.757Z] Received message: []
[2025-05-09T01:29:53.760Z] Received message: []
[2025-05-09T01:30:53.761Z] Received message: []
[2025-05-09T01:31:53.765Z] Received message: []
[2025-05-09T01:32:53.768Z] Received message: []
[2025-05-09T01:33:53.772Z] Received message: []
[2025-05-09T01:34:53.777Z] Received message: []
[2025-05-09T01:35:53.782Z] Received message: []
[2025-05-09T01:36:53.786Z] Received message: []
[2025-05-09T01:37:53.787Z] Received message: []
[2025-05-09T10:52:38.622Z] Received message: []
[2025-05-09T10:53:38.625Z] Received message: []
[2025-05-09T10:54:38.629Z] Received message: []
[2025-05-09T10:55:38.634Z] Received message: []
[2025-05-09T10:56:38.636Z] Received message: []
[2025-05-09T10:57:38.640Z] Received message: []
[2025-05-09T10:58:38.645Z] Received message: []
[2025-05-09T10:59:38.650Z] Received message: []
[2025-05-09T11:00:38.654Z] Received message: []
[2025-05-09T11:01:38.657Z] Received message: []
[2025-05-09T11:02:38.660Z] Received message: []
[2025-05-09T11:03:38.663Z] Received message: []
[2025-05-09T11:04:38.665Z] Received message: []
[2025-05-09T11:05:38.668Z] Received message: []
[2025-05-09T11:06:38.671Z] Received message: []
[2025-05-09T11:07:38.675Z] Received message: []
[2025-05-09T11:08:38.678Z] Received message: []
[2025-05-09T11:09:38.682Z] Received message: []
[2025-05-09T11:10:38.686Z] Received message: []
[2025-05-09T11:11:38.690Z] Received message: []
[2025-05-09T11:12:38.693Z] Received message: []
[2025-05-09T11:13:38.697Z] Received message: []
[2025-05-09T11:14:38.699Z] Received message: []
[2025-05-09T11:15:38.701Z] Received message: []
[2025-05-09T11:16:38.704Z] Received message: []
[2025-05-09T11:17:38.707Z] Received message: []
[2025-05-09T11:18:38.711Z] Received message: []
[2025-05-09T11:19:38.715Z] Received message: []
[2025-05-09T11:20:38.716Z] Received message: []
[2025-05-09T11:21:38.717Z] Received message: []
[2025-05-09T11:22:38.720Z] Received message: []
[2025-05-09T11:23:38.723Z] Received message: []
[2025-05-09T11:24:38.726Z] Received message: []
[2025-05-09T11:25:38.731Z] Received message: []
[2025-05-09T11:26:38.221Z] Received message: []
[2025-05-09T11:27:38.224Z] Received message: []
[2025-05-09T11:28:38.227Z] Received message: []
[2025-05-09T11:29:38.231Z] Received message: []
[2025-05-09T11:30:38.234Z] Received message: []
[2025-05-09T11:31:38.238Z] Received message: []
[2025-05-09T11:32:38.244Z] Received message: []
[2025-05-09T11:33:38.249Z] Received message: []
[2025-05-09T11:34:38.256Z] Received message: []
