[2025-05-08T16:57:42.027Z] Starting monitor process...
[2025-05-08T17:07:42.314Z] Received message: []
[2025-05-08T17:08:42.320Z] Received message: []
[2025-05-08T17:09:42.325Z] Received message: []
[2025-05-08T17:10:42.328Z] Received message: []
[2025-05-08T17:11:42.331Z] Received message: []
[2025-05-08T17:12:42.336Z] Received message: []
[2025-05-08T17:13:42.342Z] Received message: []
[2025-05-08T17:14:42.346Z] Received message: []
[2025-05-08T17:15:42.350Z] Received message: []
[2025-05-08T17:16:42.354Z] Received message: []
[2025-05-08T17:17:42.361Z] Received message: []
[2025-05-08T17:18:42.367Z] Received message: []
[2025-05-08T17:19:42.371Z] Received message: []
[2025-05-08T17:20:42.377Z] Received message: []
[2025-05-08T17:21:42.383Z] Received message: []
[2025-05-08T17:22:42.386Z] Received message: []
[2025-05-08T17:23:42.390Z] Received message: []
[2025-05-08T17:24:42.394Z] Received message: []
[2025-05-08T17:25:42.400Z] Received message: []
[2025-05-08T17:26:42.406Z] Received message: []
[2025-05-08T17:27:42.410Z] Received message: []
[2025-05-08T17:28:42.415Z] Received message: []
[2025-05-08T17:29:42.419Z] Received message: []
[2025-05-08T17:30:42.425Z] Received message: []
[2025-05-08T17:31:42.431Z] Received message: []
[2025-05-08T17:32:42.437Z] Received message: []
[2025-05-08T17:33:42.442Z] Received message: []
[2025-05-08T17:34:42.448Z] Received message: []
[2025-05-08T17:35:42.451Z] Received message: []
[2025-05-08T17:36:42.455Z] Received message: []
[2025-05-08T17:37:42.460Z] Received message: []
[2025-05-08T17:38:42.466Z] Received message: []
[2025-05-08T17:39:42.476Z] Received message: []
[2025-05-08T17:40:42.480Z] Received message: []
[2025-05-08T17:41:42.487Z] Received message: []
[2025-05-08T17:42:42.495Z] Received message: []
[2025-05-08T17:43:42.500Z] Received message: []
[2025-05-08T17:44:42.504Z] Received message: []
[2025-05-08T17:45:42.508Z] Received message: []
[2025-05-08T17:46:42.514Z] Received message: []
[2025-05-08T17:47:42.520Z] Received message: []
[2025-05-08T17:48:42.523Z] Received message: []
[2025-05-08T17:49:42.527Z] Received message: []
[2025-05-08T17:50:42.531Z] Received message: []
[2025-05-08T17:51:42.536Z] Received message: []
[2025-05-08T17:52:42.542Z] Received message: []
[2025-05-08T17:53:42.548Z] Received message: []
[2025-05-08T17:54:42.554Z] Received message: []
[2025-05-08T17:55:42.560Z] Received message: []
[2025-05-08T17:56:42.565Z] Received message: []
[2025-05-08T17:57:42.570Z] Received message: []
[2025-05-08T17:58:42.576Z] Received message: []
[2025-05-08T17:59:42.581Z] Received message: []
[2025-05-08T18:00:42.586Z] Received message: []
[2025-05-08T18:01:42.591Z] Received message: []
[2025-05-08T18:02:42.598Z] Received message: []
[2025-05-08T18:03:42.601Z] Received message: []
[2025-05-08T18:04:42.607Z] Received message: []
[2025-05-08T18:05:42.614Z] Received message: []
[2025-05-08T18:06:42.616Z] Received message: []
[2025-05-08T18:07:42.619Z] Received message: []
[2025-05-08T18:08:42.622Z] Received message: []
[2025-05-08T18:09:42.626Z] Received message: []
[2025-05-08T18:10:42.631Z] Received message: []
[2025-05-08T18:11:42.636Z] Received message: []
[2025-05-08T18:12:42.642Z] Received message: []
[2025-05-08T18:13:42.648Z] Received message: []
[2025-05-08T18:14:42.651Z] Received message: []
[2025-05-08T18:15:42.654Z] Received message: []
[2025-05-08T18:16:42.657Z] Received message: []
[2025-05-08T18:17:42.662Z] Received message: []
[2025-05-08T18:18:42.666Z] Received message: []
[2025-05-08T18:19:42.669Z] Received message: []
[2025-05-08T18:20:42.674Z] Received message: []
[2025-05-08T18:21:42.679Z] Received message: []
[2025-05-08T18:22:42.683Z] Received message: []
[2025-05-08T18:23:42.685Z] Received message: []
[2025-05-08T18:24:42.691Z] Received message: []
[2025-05-08T18:25:42.697Z] Received message: []
[2025-05-08T18:26:42.704Z] Received message: []
[2025-05-08T18:27:42.710Z] Received message: []
[2025-05-08T18:28:42.714Z] Received message: []
[2025-05-08T18:29:42.720Z] Received message: []
[2025-05-08T18:30:42.727Z] Received message: []
[2025-05-08T18:31:42.732Z] Received message: []
[2025-05-08T18:32:42.739Z] Received message: []
[2025-05-08T18:33:42.744Z] Received message: []
[2025-05-08T18:34:42.750Z] Received message: []
[2025-05-08T18:35:42.754Z] Received message: []
[2025-05-08T18:36:42.757Z] Received message: []
[2025-05-08T18:37:42.761Z] Received message: []
[2025-05-08T18:38:42.767Z] Received message: []
[2025-05-08T18:39:42.772Z] Received message: []
[2025-05-08T18:40:42.778Z] Received message: []
[2025-05-08T18:41:42.783Z] Received message: []
[2025-05-08T18:42:42.787Z] Received message: []
[2025-05-08T18:43:42.791Z] Received message: []
[2025-05-08T18:44:42.792Z] Received message: []
[2025-05-08T18:45:42.795Z] Received message: []
[2025-05-08T18:46:42.800Z] Received message: []
[2025-05-08T18:47:42.806Z] Received message: []
[2025-05-08T18:48:42.810Z] Received message: []
[2025-05-08T18:49:42.816Z] Received message: []
[2025-05-08T18:50:42.823Z] Received message: []
[2025-05-08T18:51:42.829Z] Received message: []
[2025-05-08T18:52:42.834Z] Received message: []
[2025-05-08T18:53:42.839Z] Received message: []
[2025-05-08T18:54:42.845Z] Received message: []
[2025-05-08T18:55:42.851Z] Received message: []
[2025-05-08T18:56:42.857Z] Received message: []
[2025-05-08T18:57:42.863Z] Received message: []
[2025-05-08T18:58:42.867Z] Received message: []
[2025-05-08T18:59:42.871Z] Received message: []
[2025-05-08T19:00:42.877Z] Received message: []
[2025-05-08T19:01:42.882Z] Received message: []
[2025-05-08T19:02:42.888Z] Received message: []
[2025-05-08T19:03:42.893Z] Received message: []
[2025-05-08T19:04:42.903Z] Received message: []
[2025-05-08T19:05:42.908Z] Received message: []
[2025-05-08T19:06:42.913Z] Received message: []
[2025-05-08T19:07:42.917Z] Received message: []
[2025-05-08T19:08:42.921Z] Received message: []
[2025-05-08T19:09:42.927Z] Received message: []
[2025-05-08T19:10:42.933Z] Received message: []
[2025-05-08T19:11:42.937Z] Received message: []
[2025-05-08T19:12:42.942Z] Received message: []
[2025-05-08T19:13:42.948Z] Received message: []
[2025-05-08T19:14:42.954Z] Received message: []
[2025-05-08T19:15:42.960Z] Received message: []
[2025-05-08T19:16:42.963Z] Received message: []
[2025-05-08T19:17:42.967Z] Received message: []
[2025-05-08T19:18:42.971Z] Received message: []
[2025-05-08T19:19:42.980Z] Received message: []
[2025-05-08T19:20:42.982Z] Received message: []
[2025-05-08T19:21:42.984Z] Received message: []
[2025-05-08T19:22:42.987Z] Received message: []
[2025-05-08T19:23:42.992Z] Received message: []
[2025-05-08T19:24:42.996Z] Received message: []
[2025-05-08T19:25:42.999Z] Received message: []
[2025-05-08T19:26:43.002Z] Received message: []
[2025-05-08T19:27:43.005Z] Received message: []
[2025-05-08T19:28:43.009Z] Received message: []
[2025-05-08T19:29:43.012Z] Received message: []
[2025-05-08T19:30:43.016Z] Received message: []
[2025-05-08T19:31:43.021Z] Received message: []
[2025-05-08T19:32:43.033Z] Received message: []
[2025-05-08T19:33:43.038Z] Received message: []
[2025-05-08T19:34:43.046Z] Received message: []
[2025-05-08T19:35:43.052Z] Received message: []
[2025-05-08T19:36:43.057Z] Received message: []
[2025-05-08T19:37:43.062Z] Received message: []
[2025-05-08T19:38:43.066Z] Received message: []
[2025-05-08T19:39:43.071Z] Received message: []
[2025-05-08T19:40:43.080Z] Received message: []
[2025-05-08T19:41:43.083Z] Received message: []
[2025-05-08T19:42:43.093Z] Received message: []
[2025-05-08T19:43:43.097Z] Received message: []
[2025-05-08T19:44:43.102Z] Received message: []
[2025-05-08T19:45:43.108Z] Received message: []
[2025-05-08T19:46:43.117Z] Received message: []
[2025-05-08T19:47:43.122Z] Received message: []
[2025-05-08T19:48:43.126Z] Received message: []
[2025-05-08T19:49:43.130Z] Received message: []
[2025-05-08T19:50:43.134Z] Received message: []
[2025-05-08T19:51:43.136Z] Received message: []
[2025-05-08T19:52:43.138Z] Received message: []
[2025-05-08T19:53:43.142Z] Received message: []
[2025-05-08T19:54:43.146Z] Received message: []
[2025-05-08T19:55:43.149Z] Received message: []
[2025-05-08T19:56:43.153Z] Received message: []
[2025-05-08T19:57:43.157Z] Received message: []
[2025-05-08T19:58:43.160Z] Received message: []
[2025-05-08T19:59:43.164Z] Received message: []
[2025-05-08T20:00:43.169Z] Received message: []
[2025-05-08T20:01:43.175Z] Received message: []
[2025-05-08T20:02:43.180Z] Received message: []
[2025-05-08T20:03:43.183Z] Received message: []
[2025-05-08T20:04:43.189Z] Received message: []
[2025-05-08T20:05:43.193Z] Received message: []
[2025-05-08T20:06:43.199Z] Received message: []
[2025-05-08T20:07:43.205Z] Received message: []
[2025-05-08T20:08:43.210Z] Received message: []
[2025-05-08T20:09:43.215Z] Received message: []
[2025-05-08T20:10:43.221Z] Received message: []
[2025-05-08T20:11:43.224Z] Received message: []
[2025-05-08T20:12:43.225Z] Received message: []
[2025-05-08T20:13:43.229Z] Received message: []
[2025-05-08T20:14:43.233Z] Received message: []
[2025-05-08T20:15:43.237Z] Received message: []
[2025-05-08T20:16:43.241Z] Received message: []
[2025-05-08T20:17:43.244Z] Received message: []
[2025-05-08T20:18:43.251Z] Received message: []
[2025-05-08T20:19:43.256Z] Received message: []
[2025-05-08T20:20:43.260Z] Received message: []
[2025-05-08T20:21:43.265Z] Received message: []
[2025-05-08T20:22:43.271Z] Received message: []
[2025-05-08T20:23:43.277Z] Received message: []
[2025-05-08T20:24:43.282Z] Received message: []
[2025-05-08T20:25:43.285Z] Received message: []
[2025-05-08T20:26:43.288Z] Received message: []
[2025-05-08T20:27:43.292Z] Received message: []
[2025-05-08T20:28:43.296Z] Received message: []
[2025-05-08T20:29:43.302Z] Received message: []
[2025-05-08T20:30:43.308Z] Received message: []
[2025-05-08T20:31:43.312Z] Received message: []
[2025-05-08T20:32:43.313Z] Received message: []
[2025-05-08T20:33:43.318Z] Received message: []
[2025-05-08T20:34:43.330Z] Received message: []
[2025-05-08T20:35:43.338Z] Received message: []
[2025-05-08T20:36:43.343Z] Received message: []
[2025-05-08T20:37:43.346Z] Received message: []
[2025-05-08T20:38:43.350Z] Received message: []
[2025-05-08T20:39:43.353Z] Received message: []
[2025-05-08T20:40:43.358Z] Received message: []
[2025-05-08T20:41:43.363Z] Received message: []
[2025-05-08T20:42:43.367Z] Received message: []
[2025-05-08T20:43:43.370Z] Received message: []
[2025-05-08T20:44:43.380Z] Received message: []
[2025-05-08T20:45:43.383Z] Received message: []
[2025-05-08T20:46:43.386Z] Received message: []
[2025-05-08T20:47:43.388Z] Received message: []
[2025-05-08T20:48:43.393Z] Received message: []
[2025-05-08T20:49:43.397Z] Received message: []
[2025-05-08T20:50:43.398Z] Received message: []
[2025-05-08T20:51:43.399Z] Received message: []
[2025-05-08T20:52:43.404Z] Received message: []
[2025-05-08T20:53:43.411Z] Received message: []
[2025-05-08T20:54:43.416Z] Received message: []
[2025-05-08T20:55:43.421Z] Received message: []
[2025-05-08T20:56:43.426Z] Received message: []
[2025-05-08T20:57:43.430Z] Received message: []
[2025-05-08T20:58:43.435Z] Received message: []
[2025-05-08T20:59:43.438Z] Received message: []
[2025-05-08T21:00:43.444Z] Received message: []
[2025-05-08T21:01:43.448Z] Received message: []
[2025-05-08T21:02:43.451Z] Received message: []
[2025-05-08T21:03:43.453Z] Received message: []
[2025-05-08T21:04:43.458Z] Received message: []
[2025-05-08T21:05:43.462Z] Received message: []
[2025-05-08T21:06:43.464Z] Received message: []
[2025-05-08T21:22:24.628Z] Received message: []
[2025-05-08T21:23:24.631Z] Received message: []
[2025-05-08T21:24:24.635Z] Received message: []
[2025-05-08T21:25:24.641Z] Received message: []
[2025-05-08T21:26:24.646Z] Received message: []
[2025-05-08T21:27:24.652Z] Received message: []
[2025-05-08T21:28:24.656Z] Received message: []
[2025-05-08T21:29:24.662Z] Received message: []
[2025-05-08T21:30:24.667Z] Received message: []
[2025-05-08T21:31:24.672Z] Received message: []
[2025-05-08T21:32:24.675Z] Received message: []
[2025-05-08T21:33:24.678Z] Received message: []
[2025-05-08T21:34:24.683Z] Received message: []
[2025-05-08T21:35:24.687Z] Received message: []
[2025-05-08T21:36:24.692Z] Received message: []
[2025-05-08T21:37:24.695Z] Received message: []
[2025-05-08T21:38:24.699Z] Received message: []
[2025-05-08T21:39:24.704Z] Received message: []
[2025-05-08T21:40:24.708Z] Received message: []
[2025-05-08T21:41:24.712Z] Received message: []
[2025-05-08T21:42:24.715Z] Received message: []
[2025-05-08T21:43:24.720Z] Received message: []
[2025-05-08T21:44:24.724Z] Received message: []
[2025-05-08T21:45:24.727Z] Received message: []
[2025-05-08T21:46:24.728Z] Received message: []
[2025-05-08T21:47:24.730Z] Received message: []
[2025-05-08T21:48:24.733Z] Received message: []
[2025-05-08T21:49:24.737Z] Received message: []
[2025-05-08T21:50:24.740Z] Received message: []
[2025-05-08T21:51:24.744Z] Received message: []
[2025-05-08T21:52:24.747Z] Received message: []
[2025-05-08T21:53:24.752Z] Received message: []
[2025-05-08T21:54:24.763Z] Received message: []
[2025-05-08T21:55:24.767Z] Received message: []
[2025-05-08T21:56:24.770Z] Received message: []
[2025-05-08T21:57:24.773Z] Received message: []
[2025-05-08T21:58:24.786Z] Received message: []
[2025-05-08T21:59:24.798Z] Received message: []
[2025-05-08T22:00:24.799Z] Received message: []
[2025-05-09T00:20:25.559Z] Received message: []
[2025-05-09T00:21:25.564Z] Received message: []
[2025-05-09T00:22:26.447Z] Received message: []
[2025-05-09T00:23:26.452Z] Received message: []
[2025-05-09T00:24:26.458Z] Received message: []
[2025-05-09T00:25:26.463Z] Received message: []
[2025-05-09T00:26:26.468Z] Received message: []
[2025-05-09T00:27:26.473Z] Received message: []
[2025-05-09T00:28:26.478Z] Received message: []
[2025-05-09T00:29:26.483Z] Received message: []
[2025-05-09T00:30:26.489Z] Received message: []
[2025-05-09T00:31:26.493Z] Received message: []
[2025-05-09T00:32:26.498Z] Received message: []
[2025-05-09T00:33:26.501Z] Received message: []
[2025-05-09T00:34:26.504Z] Received message: []
[2025-05-09T00:35:26.506Z] Received message: []
[2025-05-09T00:36:26.508Z] Received message: []
[2025-05-09T00:37:26.511Z] Received message: []
[2025-05-09T00:38:26.516Z] Received message: []
[2025-05-09T00:39:26.521Z] Received message: []
[2025-05-09T00:40:26.525Z] Received message: []
[2025-05-09T00:41:26.529Z] Received message: []
[2025-05-09T00:42:26.535Z] Received message: []
[2025-05-09T00:43:26.540Z] Received message: []
[2025-05-09T00:44:26.546Z] Received message: []
[2025-05-09T00:45:26.551Z] Received message: []
[2025-05-09T00:46:26.556Z] Received message: []
[2025-05-09T00:47:26.561Z] Received message: []
[2025-05-09T00:48:26.566Z] Received message: []
[2025-05-09T00:49:26.571Z] Received message: []
[2025-05-09T00:50:26.575Z] Received message: []
[2025-05-09T00:51:26.580Z] Received message: []
[2025-05-09T00:52:26.584Z] Received message: []
[2025-05-09T00:53:26.590Z] Received message: []
[2025-05-09T00:54:26.596Z] Received message: []
[2025-05-09T00:55:26.601Z] Received message: []
[2025-05-09T00:56:26.606Z] Received message: []
[2025-05-09T00:57:26.609Z] Received message: []
[2025-05-09T00:58:26.611Z] Received message: []
[2025-05-09T00:59:26.616Z] Received message: []
[2025-05-09T01:00:26.621Z] Received message: []
[2025-05-09T01:01:26.626Z] Received message: []
[2025-05-09T01:02:26.630Z] Received message: []
[2025-05-09T01:03:26.636Z] Received message: []
[2025-05-09T01:04:26.640Z] Received message: []
[2025-05-09T01:05:26.644Z] Received message: []
[2025-05-09T01:06:26.647Z] Received message: []
[2025-05-09T01:07:26.650Z] Received message: []
[2025-05-09T01:08:26.655Z] Received message: []
[2025-05-09T01:09:26.660Z] Received message: []
[2025-05-09T01:10:26.665Z] Received message: []
[2025-05-09T01:11:26.670Z] Received message: []
[2025-05-09T01:12:26.677Z] Received message: []
[2025-05-09T01:13:26.680Z] Received message: []
[2025-05-09T01:14:26.681Z] Received message: []
[2025-05-09T01:15:26.683Z] Received message: []
[2025-05-09T01:16:26.685Z] Received message: []
[2025-05-09T01:17:26.689Z] Received message: []
[2025-05-09T01:18:26.694Z] Received message: []
[2025-05-09T01:19:26.699Z] Received message: []
[2025-05-09T01:20:26.705Z] Received message: []
[2025-05-09T01:21:26.709Z] Received message: []
[2025-05-09T01:22:26.712Z] Received message: []
[2025-05-09T01:23:26.718Z] Received message: []
[2025-05-09T01:24:26.722Z] Received message: []
[2025-05-09T01:25:26.728Z] Received message: []
[2025-05-09T01:26:26.734Z] Received message: []
[2025-05-09T01:27:26.739Z] Received message: []
[2025-05-09T01:28:26.742Z] Received message: []
[2025-05-09T01:29:26.746Z] Received message: []
[2025-05-09T01:30:26.751Z] Received message: []
[2025-05-09T01:31:26.757Z] Received message: []
[2025-05-09T01:32:26.762Z] Received message: []
[2025-05-09T01:33:26.767Z] Received message: []
[2025-05-09T01:34:26.771Z] Received message: []
[2025-05-09T01:35:26.776Z] Received message: []
[2025-05-09T01:36:26.782Z] Received message: []
[2025-05-09T01:37:26.786Z] Received message: []
[2025-05-09T10:52:11.627Z] Received message: []
[2025-05-09T10:53:11.630Z] Received message: []
[2025-05-09T10:54:11.633Z] Received message: []
[2025-05-09T10:55:11.637Z] Received message: []
[2025-05-09T10:56:11.641Z] Received message: []
[2025-05-09T10:57:11.645Z] Received message: []
[2025-05-09T10:58:11.647Z] Received message: []
[2025-05-09T10:59:11.651Z] Received message: []
[2025-05-09T11:00:11.653Z] Received message: []
[2025-05-09T11:01:11.655Z] Received message: []
[2025-05-09T11:02:11.661Z] Received message: []
[2025-05-09T11:03:11.666Z] Received message: []
[2025-05-09T11:04:11.669Z] Received message: []
[2025-05-09T11:05:11.672Z] Received message: []
[2025-05-09T11:06:11.677Z] Received message: []
[2025-05-09T11:07:11.681Z] Received message: []
[2025-05-09T11:08:11.685Z] Received message: []
[2025-05-09T11:09:11.691Z] Received message: []
[2025-05-09T11:10:11.695Z] Received message: []
[2025-05-09T11:11:11.700Z] Received message: []
[2025-05-09T11:12:11.702Z] Received message: []
[2025-05-09T11:13:11.705Z] Received message: []
[2025-05-09T11:14:11.709Z] Received message: []
[2025-05-09T11:15:11.712Z] Received message: []
[2025-05-09T11:16:11.717Z] Received message: []
[2025-05-09T11:17:11.723Z] Received message: []
[2025-05-09T11:18:11.727Z] Received message: []
[2025-05-09T11:19:11.733Z] Received message: []
[2025-05-09T11:20:11.735Z] Received message: []
[2025-05-09T11:21:11.738Z] Received message: []
[2025-05-09T11:22:11.740Z] Received message: []
[2025-05-09T11:23:11.743Z] Received message: []
[2025-05-09T11:24:11.748Z] Received message: []
[2025-05-09T11:25:11.752Z] Received message: []
[2025-05-09T11:26:11.754Z] Received message: []
[2025-05-09T11:27:11.245Z] Received message: []
[2025-05-09T11:28:11.249Z] Received message: []
[2025-05-09T11:29:11.253Z] Received message: []
[2025-05-09T11:30:11.259Z] Received message: []
[2025-05-09T11:31:11.263Z] Received message: []
[2025-05-09T11:32:11.269Z] Received message: []
[2025-05-09T11:33:11.272Z] Received message: []
[2025-05-09T11:34:11.277Z] Received message: []
[2025-05-09T11:35:11.283Z] Received message: []
[2025-05-09T11:36:11.288Z] Received message: []
