[2025-05-08T16:57:55.461Z] Starting monitor process...
[2025-05-08T17:07:55.673Z] Received message: []
[2025-05-08T17:08:55.677Z] Received message: []
[2025-05-08T17:09:55.682Z] Received message: []
[2025-05-08T17:10:55.688Z] Received message: []
[2025-05-08T17:11:55.693Z] Received message: []
[2025-05-08T17:12:55.698Z] Received message: []
[2025-05-08T17:13:55.703Z] Received message: []
[2025-05-08T17:14:55.708Z] Received message: []
[2025-05-08T17:15:55.712Z] Received message: []
[2025-05-08T17:16:55.716Z] Received message: []
[2025-05-08T17:17:55.721Z] Received message: []
[2025-05-08T17:18:55.724Z] Received message: []
[2025-05-08T17:19:55.727Z] Received message: []
[2025-05-08T17:20:55.732Z] Received message: []
[2025-05-08T17:21:55.738Z] Received message: []
[2025-05-08T17:22:55.743Z] Received message: []
[2025-05-08T17:23:55.746Z] Received message: []
[2025-05-08T17:24:55.748Z] Received message: []
[2025-05-08T17:25:55.752Z] Received message: []
[2025-05-08T17:26:55.755Z] Received message: []
[2025-05-08T17:27:55.758Z] Received message: []
[2025-05-08T17:28:55.762Z] Received message: []
[2025-05-08T17:29:55.768Z] Received message: []
[2025-05-08T17:30:55.774Z] Received message: []
[2025-05-08T17:31:55.779Z] Received message: []
[2025-05-08T17:32:55.783Z] Received message: []
[2025-05-08T17:33:55.786Z] Received message: []
[2025-05-08T17:34:55.791Z] Received message: []
[2025-05-08T17:35:55.796Z] Received message: []
[2025-05-08T17:36:55.799Z] Received message: []
[2025-05-08T17:37:55.802Z] Received message: []
[2025-05-08T17:38:55.807Z] Received message: []
[2025-05-08T17:39:55.812Z] Received message: []
[2025-05-08T17:40:55.814Z] Received message: []
[2025-05-08T17:41:55.815Z] Received message: []
[2025-05-08T17:42:55.818Z] Received message: []
[2025-05-08T17:43:55.821Z] Received message: []
[2025-05-08T17:44:55.826Z] Received message: []
[2025-05-08T17:45:55.830Z] Received message: []
[2025-05-08T17:46:55.835Z] Received message: []
[2025-05-08T17:47:55.841Z] Received message: []
[2025-05-08T17:48:55.846Z] Received message: []
[2025-05-08T17:49:55.849Z] Received message: []
[2025-05-08T17:50:55.854Z] Received message: []
[2025-05-08T17:51:55.858Z] Received message: []
[2025-05-08T17:52:55.863Z] Received message: []
[2025-05-08T17:53:55.867Z] Received message: []
[2025-05-08T17:54:55.871Z] Received message: []
[2025-05-08T17:55:55.873Z] Received message: []
[2025-05-08T17:56:55.878Z] Received message: []
[2025-05-08T17:57:55.883Z] Received message: []
[2025-05-08T17:58:55.887Z] Received message: []
[2025-05-08T17:59:55.889Z] Received message: []
[2025-05-08T18:00:55.893Z] Received message: []
[2025-05-08T18:01:55.896Z] Received message: []
[2025-05-08T18:02:55.901Z] Received message: []
[2025-05-08T18:03:55.903Z] Received message: []
[2025-05-08T18:04:55.905Z] Received message: []
[2025-05-08T18:05:55.911Z] Received message: []
[2025-05-08T18:06:55.914Z] Received message: []
[2025-05-08T18:07:55.919Z] Received message: []
[2025-05-08T18:08:55.923Z] Received message: []
[2025-05-08T18:09:55.926Z] Received message: []
[2025-05-08T18:10:55.929Z] Received message: []
[2025-05-08T18:11:55.932Z] Received message: []
[2025-05-08T18:12:55.935Z] Received message: []
[2025-05-08T18:13:55.940Z] Received message: []
[2025-05-08T18:14:55.945Z] Received message: []
[2025-05-08T18:15:55.949Z] Received message: []
[2025-05-08T18:16:55.953Z] Received message: []
[2025-05-08T18:17:55.959Z] Received message: []
[2025-05-08T18:18:55.965Z] Received message: []
[2025-05-08T18:19:55.969Z] Received message: []
[2025-05-08T18:20:55.974Z] Received message: []
[2025-05-08T18:21:55.977Z] Received message: []
[2025-05-08T18:22:55.982Z] Received message: []
[2025-05-08T18:23:55.987Z] Received message: []
[2025-05-08T18:24:55.992Z] Received message: []
[2025-05-08T18:25:55.994Z] Received message: []
[2025-05-08T18:26:55.996Z] Received message: []
[2025-05-08T18:27:55.998Z] Received message: []
[2025-05-08T18:28:56.003Z] Received message: []
[2025-05-08T18:29:56.007Z] Received message: []
[2025-05-08T18:30:56.010Z] Received message: []
[2025-05-08T18:31:56.015Z] Received message: []
[2025-05-08T18:32:56.019Z] Received message: []
[2025-05-08T18:33:56.022Z] Received message: []
[2025-05-08T18:34:56.023Z] Received message: []
[2025-05-08T18:35:56.025Z] Received message: []
[2025-05-08T18:36:56.027Z] Received message: []
[2025-05-08T18:37:56.029Z] Received message: []
[2025-05-08T18:38:56.035Z] Received message: []
[2025-05-08T18:39:56.040Z] Received message: []
[2025-05-08T18:40:56.044Z] Received message: []
[2025-05-08T18:41:56.047Z] Received message: []
[2025-05-08T18:42:56.050Z] Received message: []
[2025-05-08T18:43:56.054Z] Received message: []
[2025-05-08T18:44:56.058Z] Received message: []
[2025-05-08T18:45:56.061Z] Received message: []
[2025-05-08T18:46:56.063Z] Received message: []
[2025-05-08T18:47:56.067Z] Received message: []
[2025-05-08T18:48:56.070Z] Received message: []
[2025-05-08T18:49:56.074Z] Received message: []
[2025-05-08T18:50:56.078Z] Received message: []
[2025-05-08T18:51:56.082Z] Received message: []
[2025-05-08T18:52:56.088Z] Received message: []
[2025-05-08T18:53:56.092Z] Received message: []
[2025-05-08T18:54:56.096Z] Received message: []
[2025-05-08T18:55:56.101Z] Received message: []
[2025-05-08T18:56:56.103Z] Received message: []
[2025-05-08T18:57:56.105Z] Received message: []
[2025-05-08T18:58:56.110Z] Received message: []
[2025-05-08T18:59:56.114Z] Received message: []
[2025-05-08T19:00:56.119Z] Received message: []
[2025-05-08T19:01:56.123Z] Received message: []
[2025-05-08T19:02:56.127Z] Received message: []
[2025-05-08T19:03:56.132Z] Received message: []
[2025-05-08T19:04:56.137Z] Received message: []
[2025-05-08T19:05:56.141Z] Received message: []
[2025-05-08T19:06:56.146Z] Received message: []
[2025-05-08T19:07:56.150Z] Received message: []
[2025-05-08T19:08:56.154Z] Received message: []
[2025-05-08T19:09:56.158Z] Received message: []
[2025-05-08T19:10:56.159Z] Received message: []
[2025-05-08T19:11:56.161Z] Received message: []
[2025-05-08T19:12:56.165Z] Received message: []
[2025-05-08T19:13:56.170Z] Received message: []
[2025-05-08T19:14:56.175Z] Received message: []
[2025-05-08T19:15:56.178Z] Received message: []
[2025-05-08T19:16:56.181Z] Received message: []
[2025-05-08T19:17:56.184Z] Received message: []
[2025-05-08T19:18:56.188Z] Received message: []
[2025-05-08T19:19:56.189Z] Received message: []
[2025-05-08T19:20:56.191Z] Received message: []
[2025-05-08T19:21:56.193Z] Received message: []
[2025-05-08T19:22:56.197Z] Received message: []
[2025-05-08T19:23:56.200Z] Received message: []
[2025-05-08T19:24:56.204Z] Received message: []
[2025-05-08T19:25:56.207Z] Received message: []
[2025-05-08T19:26:56.208Z] Received message: []
[2025-05-08T19:27:56.212Z] Received message: []
[2025-05-08T19:28:56.216Z] Received message: []
[2025-05-08T19:29:56.219Z] Received message: []
[2025-05-08T19:30:56.225Z] Received message: []
[2025-05-08T19:31:56.229Z] Received message: []
[2025-05-08T19:32:56.232Z] Received message: []
[2025-05-08T19:33:56.237Z] Received message: []
[2025-05-08T19:34:56.242Z] Received message: []
[2025-05-08T19:35:56.246Z] Received message: []
[2025-05-08T19:36:56.248Z] Received message: []
[2025-05-08T19:37:56.250Z] Received message: []
[2025-05-08T19:38:56.252Z] Received message: []
[2025-05-08T19:39:56.255Z] Received message: []
[2025-05-08T19:40:56.258Z] Received message: []
[2025-05-08T19:41:56.260Z] Received message: []
[2025-05-08T19:42:56.262Z] Received message: []
[2025-05-08T19:43:56.269Z] Received message: []
[2025-05-08T19:44:56.273Z] Received message: []
[2025-05-08T19:45:56.277Z] Received message: []
[2025-05-08T19:46:56.284Z] Received message: []
[2025-05-08T19:47:56.289Z] Received message: []
[2025-05-08T19:48:56.293Z] Received message: []
[2025-05-08T19:49:56.295Z] Received message: []
[2025-05-08T19:50:56.298Z] Received message: []
[2025-05-08T19:51:56.302Z] Received message: []
[2025-05-08T19:52:56.306Z] Received message: []
[2025-05-08T19:53:56.307Z] Received message: []
[2025-05-08T19:54:56.311Z] Received message: []
[2025-05-08T19:55:56.314Z] Received message: []
[2025-05-08T19:56:56.317Z] Received message: []
[2025-05-08T19:57:56.322Z] Received message: []
[2025-05-08T19:58:56.324Z] Received message: []
[2025-05-08T19:59:56.330Z] Received message: []
[2025-05-08T20:00:56.331Z] Received message: []
[2025-05-08T20:01:56.334Z] Received message: []
[2025-05-08T20:02:56.337Z] Received message: []
[2025-05-08T20:03:56.340Z] Received message: []
[2025-05-08T20:04:56.344Z] Received message: []
[2025-05-08T20:05:56.348Z] Received message: []
[2025-05-08T20:06:56.350Z] Received message: []
[2025-05-08T20:07:56.354Z] Received message: []
[2025-05-08T20:08:56.358Z] Received message: []
[2025-05-08T20:09:56.361Z] Received message: []
[2025-05-08T20:10:56.363Z] Received message: []
[2025-05-08T20:11:56.365Z] Received message: []
[2025-05-08T20:12:56.371Z] Received message: []
[2025-05-08T20:13:56.376Z] Received message: []
[2025-05-08T20:14:56.382Z] Received message: []
[2025-05-08T20:15:56.384Z] Received message: []
[2025-05-08T20:16:56.387Z] Received message: []
[2025-05-08T20:17:56.395Z] Received message: []
[2025-05-08T20:18:56.401Z] Received message: []
[2025-05-08T20:19:56.405Z] Received message: []
[2025-05-08T20:20:56.409Z] Received message: []
[2025-05-08T20:21:56.411Z] Received message: []
[2025-05-08T20:22:56.415Z] Received message: []
[2025-05-08T20:23:56.420Z] Received message: []
[2025-05-08T20:24:56.423Z] Received message: []
[2025-05-08T20:25:56.425Z] Received message: []
[2025-05-08T20:26:56.428Z] Received message: []
[2025-05-08T20:27:56.432Z] Received message: []
[2025-05-08T20:28:56.436Z] Received message: []
[2025-05-08T20:29:56.440Z] Received message: []
[2025-05-08T20:30:56.443Z] Received message: []
[2025-05-08T20:31:56.446Z] Received message: []
[2025-05-08T20:32:56.450Z] Received message: []
[2025-05-08T20:33:56.453Z] Received message: []
[2025-05-08T20:34:56.457Z] Received message: []
[2025-05-08T20:35:56.460Z] Received message: []
[2025-05-08T20:36:56.461Z] Received message: []
[2025-05-08T20:37:56.464Z] Received message: []
[2025-05-08T20:38:56.467Z] Received message: []
[2025-05-08T20:39:56.471Z] Received message: []
[2025-05-08T20:40:56.475Z] Received message: []
[2025-05-08T20:41:56.477Z] Received message: []
[2025-05-08T20:42:56.481Z] Received message: []
[2025-05-08T20:43:56.482Z] Received message: []
[2025-05-08T20:44:56.484Z] Received message: []
[2025-05-08T20:45:56.487Z] Received message: []
[2025-05-08T20:46:56.490Z] Received message: []
[2025-05-08T20:47:56.494Z] Received message: []
[2025-05-08T20:48:56.499Z] Received message: []
[2025-05-08T20:49:56.501Z] Received message: []
[2025-05-08T20:50:56.504Z] Received message: []
[2025-05-08T20:51:56.506Z] Received message: []
[2025-05-08T20:52:56.508Z] Received message: []
[2025-05-08T20:53:56.509Z] Received message: []
[2025-05-08T20:54:56.511Z] Received message: []
[2025-05-08T20:55:56.514Z] Received message: []
[2025-05-08T20:56:56.516Z] Received message: []
[2025-05-08T20:57:56.520Z] Received message: []
[2025-05-08T20:58:56.523Z] Received message: []
[2025-05-08T20:59:56.525Z] Received message: []
[2025-05-08T21:00:56.528Z] Received message: []
[2025-05-08T21:01:56.532Z] Received message: []
[2025-05-08T21:02:56.534Z] Received message: []
[2025-05-08T21:03:56.539Z] Received message: []
[2025-05-08T21:04:56.545Z] Received message: []
[2025-05-08T21:05:56.547Z] Received message: []
[2025-05-08T21:06:56.552Z] Received message: []
[2025-05-08T21:22:37.718Z] Received message: []
[2025-05-08T21:23:37.732Z] Received message: []
[2025-05-08T21:24:37.736Z] Received message: []
[2025-05-08T21:25:37.738Z] Received message: []
[2025-05-08T21:26:37.740Z] Received message: []
[2025-05-08T21:27:37.742Z] Received message: []
[2025-05-08T21:28:37.746Z] Received message: []
[2025-05-08T21:29:37.750Z] Received message: []
[2025-05-08T21:30:37.756Z] Received message: []
[2025-05-08T21:31:37.760Z] Received message: []
[2025-05-08T21:32:37.767Z] Received message: []
[2025-05-08T21:33:37.771Z] Received message: []
[2025-05-08T21:34:37.775Z] Received message: []
[2025-05-08T21:35:37.780Z] Received message: []
[2025-05-08T21:36:37.786Z] Received message: []
[2025-05-08T21:37:37.789Z] Received message: []
[2025-05-08T21:38:37.792Z] Received message: []
[2025-05-08T21:39:37.796Z] Received message: []
[2025-05-08T21:40:37.802Z] Received message: []
[2025-05-08T21:41:37.806Z] Received message: []
[2025-05-08T21:42:37.810Z] Received message: []
[2025-05-08T21:43:37.814Z] Received message: []
[2025-05-08T21:44:37.820Z] Received message: []
[2025-05-08T21:45:37.825Z] Received message: []
[2025-05-08T21:46:37.829Z] Received message: []
[2025-05-08T21:47:37.833Z] Received message: []
[2025-05-08T21:48:37.836Z] Received message: []
[2025-05-08T21:49:37.839Z] Received message: []
[2025-05-08T21:50:37.842Z] Received message: []
[2025-05-08T21:51:37.846Z] Received message: []
[2025-05-08T21:52:37.850Z] Received message: []
[2025-05-08T21:53:37.855Z] Received message: []
[2025-05-08T21:54:37.859Z] Received message: []
[2025-05-08T21:55:37.861Z] Received message: []
[2025-05-08T21:56:37.867Z] Received message: []
[2025-05-08T21:57:37.876Z] Received message: []
[2025-05-08T21:58:37.880Z] Received message: []
[2025-05-08T21:59:37.883Z] Received message: []
[2025-05-08T22:00:37.888Z] Received message: []
[2025-05-09T00:20:38.651Z] Received message: []
[2025-05-09T00:21:38.656Z] Received message: []
[2025-05-09T00:22:39.538Z] Received message: []
[2025-05-09T00:23:39.543Z] Received message: []
[2025-05-09T00:24:39.548Z] Received message: []
[2025-05-09T00:25:39.553Z] Received message: []
[2025-05-09T00:26:39.559Z] Received message: []
[2025-05-09T00:27:39.565Z] Received message: []
[2025-05-09T00:28:39.570Z] Received message: []
[2025-05-09T00:29:39.576Z] Received message: []
[2025-05-09T00:30:39.581Z] Received message: []
[2025-05-09T00:31:39.586Z] Received message: []
[2025-05-09T00:32:39.592Z] Received message: []
[2025-05-09T00:33:39.598Z] Received message: []
[2025-05-09T00:34:39.603Z] Received message: []
[2025-05-09T00:35:39.608Z] Received message: []
[2025-05-09T00:36:39.613Z] Received message: []
[2025-05-09T00:37:39.618Z] Received message: []
[2025-05-09T00:38:39.621Z] Received message: []
[2025-05-09T00:39:39.626Z] Received message: []
[2025-05-09T00:40:39.631Z] Received message: []
[2025-05-09T00:41:39.636Z] Received message: []
[2025-05-09T00:42:39.641Z] Received message: []
[2025-05-09T00:43:39.644Z] Received message: []
[2025-05-09T00:44:39.650Z] Received message: []
[2025-05-09T00:45:39.656Z] Received message: []
[2025-05-09T00:46:39.660Z] Received message: []
[2025-05-09T00:47:39.666Z] Received message: []
[2025-05-09T00:48:39.670Z] Received message: []
[2025-05-09T00:49:39.674Z] Received message: []
[2025-05-09T00:50:39.679Z] Received message: []
[2025-05-09T00:51:39.685Z] Received message: []
[2025-05-09T00:52:39.689Z] Received message: []
[2025-05-09T00:53:39.692Z] Received message: []
[2025-05-09T00:54:39.695Z] Received message: []
[2025-05-09T00:55:39.699Z] Received message: []
[2025-05-09T00:56:39.703Z] Received message: []
[2025-05-09T00:57:39.708Z] Received message: []
[2025-05-09T00:58:39.714Z] Received message: []
[2025-05-09T00:59:39.718Z] Received message: []
[2025-05-09T01:00:39.723Z] Received message: []
[2025-05-09T01:01:39.728Z] Received message: []
[2025-05-09T01:02:39.731Z] Received message: []
[2025-05-09T01:03:39.735Z] Received message: []
[2025-05-09T01:04:39.740Z] Received message: []
[2025-05-09T01:05:39.746Z] Received message: []
[2025-05-09T01:06:39.748Z] Received message: []
[2025-05-09T01:07:39.752Z] Received message: []
[2025-05-09T01:08:39.755Z] Received message: []
[2025-05-09T01:09:39.758Z] Received message: []
[2025-05-09T01:10:39.761Z] Received message: []
[2025-05-09T01:11:39.766Z] Received message: []
[2025-05-09T01:12:39.771Z] Received message: []
[2025-05-09T01:13:39.775Z] Received message: []
[2025-05-09T01:14:39.780Z] Received message: []
[2025-05-09T01:15:39.785Z] Received message: []
[2025-05-09T01:16:39.789Z] Received message: []
[2025-05-09T01:17:39.792Z] Received message: []
[2025-05-09T01:18:39.796Z] Received message: []
[2025-05-09T01:19:39.806Z] Received message: []
[2025-05-09T01:20:39.814Z] Received message: []
[2025-05-09T01:21:39.819Z] Received message: []
[2025-05-09T01:22:39.822Z] Received message: []
[2025-05-09T01:23:39.826Z] Received message: []
[2025-05-09T01:24:39.831Z] Received message: []
[2025-05-09T01:25:39.836Z] Received message: []
[2025-05-09T01:26:39.839Z] Received message: []
[2025-05-09T01:27:39.843Z] Received message: []
[2025-05-09T01:28:39.847Z] Received message: []
[2025-05-09T01:29:39.853Z] Received message: []
[2025-05-09T01:30:39.855Z] Received message: []
[2025-05-09T01:31:39.858Z] Received message: []
[2025-05-09T01:32:39.862Z] Received message: []
[2025-05-09T01:33:39.864Z] Received message: []
[2025-05-09T01:34:39.868Z] Received message: []
[2025-05-09T01:35:39.874Z] Received message: []
[2025-05-09T01:36:39.878Z] Received message: []
[2025-05-09T01:37:39.883Z] Received message: []
[2025-05-09T10:52:24.718Z] Received message: []
[2025-05-09T10:53:24.723Z] Received message: []
[2025-05-09T10:54:24.726Z] Received message: []
[2025-05-09T10:55:24.731Z] Received message: []
[2025-05-09T10:56:24.735Z] Received message: []
[2025-05-09T10:57:24.739Z] Received message: []
[2025-05-09T10:58:24.744Z] Received message: []
[2025-05-09T10:59:24.746Z] Received message: []
[2025-05-09T11:00:24.751Z] Received message: []
[2025-05-09T11:01:24.758Z] Received message: []
[2025-05-09T11:02:24.761Z] Received message: []
[2025-05-09T11:03:24.766Z] Received message: []
[2025-05-09T11:04:24.771Z] Received message: []
[2025-05-09T11:05:24.777Z] Received message: []
[2025-05-09T11:06:24.782Z] Received message: []
[2025-05-09T11:07:24.786Z] Received message: []
[2025-05-09T11:08:24.790Z] Received message: []
[2025-05-09T11:09:24.793Z] Received message: []
[2025-05-09T11:10:24.797Z] Received message: []
[2025-05-09T11:11:24.801Z] Received message: []
[2025-05-09T11:12:24.805Z] Received message: []
[2025-05-09T11:13:24.808Z] Received message: []
[2025-05-09T11:14:24.810Z] Received message: []
[2025-05-09T11:15:24.814Z] Received message: []
[2025-05-09T11:16:24.819Z] Received message: []
[2025-05-09T11:17:24.824Z] Received message: []
[2025-05-09T11:18:24.830Z] Received message: []
[2025-05-09T11:19:24.835Z] Received message: []
[2025-05-09T11:20:24.840Z] Received message: []
[2025-05-09T11:21:24.842Z] Received message: []
[2025-05-09T11:22:24.847Z] Received message: []
[2025-05-09T11:23:24.851Z] Received message: []
[2025-05-09T11:24:24.854Z] Received message: []
[2025-05-09T11:25:24.866Z] Received message: []
[2025-05-09T11:26:24.356Z] Received message: []
[2025-05-09T11:27:24.362Z] Received message: []
[2025-05-09T11:28:24.367Z] Received message: []
[2025-05-09T11:29:24.373Z] Received message: []
[2025-05-09T11:30:24.378Z] Received message: []
[2025-05-09T11:31:24.383Z] Received message: []
[2025-05-09T11:32:24.390Z] Received message: []
[2025-05-09T11:33:24.394Z] Received message: []
[2025-05-09T11:34:24.400Z] Received message: []
[2025-05-09T11:35:24.406Z] Received message: []
[2025-05-09T11:36:24.412Z] Received message: []
