[2025-05-23T13:58:51.287Z] Starting monitor process...
[2025-05-23T14:08:51.338Z] Received message: []
[2025-05-23T14:09:51.341Z] Received message: []
[2025-05-23T14:10:51.343Z] Received message: []
[2025-05-23T14:11:51.346Z] Received message: []
[2025-05-23T14:12:51.349Z] Received message: []
[2025-05-23T14:13:51.350Z] Received message: []
[2025-05-23T14:14:51.353Z] Received message: []
[2025-05-23T14:15:51.355Z] Received message: []
[2025-05-23T14:16:51.356Z] Received message: []
[2025-05-23T14:17:51.357Z] Received message: []
[2025-05-23T14:18:51.359Z] Received message: []
[2025-05-23T14:19:51.361Z] Received message: []
[2025-05-23T14:20:51.363Z] Received message: []
[2025-05-23T14:21:51.366Z] Received message: []
[2025-05-23T14:22:51.369Z] Received message: []
[2025-05-23T14:23:51.372Z] Received message: []
[2025-05-23T14:24:51.375Z] Received message: []
[2025-05-23T14:25:51.377Z] Received message: []
[2025-05-23T14:26:51.380Z] Received message: []
[2025-05-23T14:27:51.383Z] Received message: []
[2025-05-23T14:28:51.386Z] Received message: []
[2025-05-23T14:29:51.389Z] Received message: []
[2025-05-23T14:30:51.391Z] Received message: []
[2025-05-23T14:31:51.395Z] Received message: []
[2025-05-23T14:32:51.398Z] Received message: []
[2025-05-23T14:33:51.401Z] Received message: []
[2025-05-23T14:34:51.403Z] Received message: []
[2025-05-23T14:35:51.406Z] Received message: []
[2025-05-23T14:36:51.409Z] Received message: []
[2025-05-23T14:37:51.411Z] Received message: []
[2025-05-23T14:38:51.414Z] Received message: []
[2025-05-23T14:39:51.417Z] Received message: []
[2025-05-23T14:40:51.420Z] Received message: []
[2025-05-23T14:41:51.423Z] Received message: []
[2025-05-23T14:42:51.425Z] Received message: []
[2025-05-23T14:43:51.428Z] Received message: []
[2025-05-23T14:44:51.431Z] Received message: []
[2025-05-23T14:45:51.434Z] Received message: []
[2025-05-23T14:46:51.436Z] Received message: []
[2025-05-23T14:47:51.438Z] Received message: []
[2025-05-23T14:48:51.440Z] Received message: []
[2025-05-23T14:49:51.441Z] Received message: []
[2025-05-23T14:50:51.443Z] Received message: []
[2025-05-23T14:51:51.446Z] Received message: []
[2025-05-23T14:52:51.448Z] Received message: []
[2025-05-23T14:53:51.450Z] Received message: []
[2025-05-23T14:54:51.452Z] Received message: []
[2025-05-23T14:55:51.455Z] Received message: []
[2025-05-23T14:56:51.457Z] Received message: []
[2025-05-23T14:57:51.460Z] Received message: []
[2025-05-23T14:58:51.462Z] Received message: []
[2025-05-23T14:59:51.464Z] Received message: []
[2025-05-23T15:00:51.466Z] Received message: []
[2025-05-23T15:01:51.469Z] Received message: []
[2025-05-23T15:02:51.471Z] Received message: []
[2025-05-23T15:03:51.473Z] Received message: []
[2025-05-23T15:04:51.476Z] Received message: []
[2025-05-23T15:05:51.478Z] Received message: []
[2025-05-23T15:06:51.480Z] Received message: []
[2025-05-23T15:07:51.483Z] Received message: []
[2025-05-23T15:08:51.485Z] Received message: []
[2025-05-23T15:09:51.488Z] Received message: []
[2025-05-23T15:10:51.490Z] Received message: []
[2025-05-23T15:11:51.493Z] Received message: []
[2025-05-23T15:12:51.496Z] Received message: []
[2025-05-23T15:13:51.499Z] Received message: []
[2025-05-23T15:14:51.502Z] Received message: []
[2025-05-23T15:15:51.505Z] Received message: []
[2025-05-23T15:16:51.506Z] Received message: []
[2025-05-23T15:17:51.508Z] Received message: []
[2025-05-23T15:18:51.510Z] Received message: []
[2025-05-23T15:19:51.513Z] Received message: []
[2025-05-23T15:20:51.516Z] Received message: []
[2025-05-23T15:21:51.518Z] Received message: []
[2025-05-23T15:22:51.521Z] Received message: []
[2025-05-23T15:23:51.524Z] Received message: []
[2025-05-23T15:24:51.525Z] Received message: []
[2025-05-23T15:25:51.528Z] Received message: []
[2025-05-23T15:26:51.531Z] Received message: []
[2025-05-23T15:27:51.533Z] Received message: []
[2025-05-23T15:28:51.535Z] Received message: []
[2025-05-23T15:29:51.537Z] Received message: []
[2025-05-23T15:30:51.539Z] Received message: []
[2025-05-23T15:31:51.541Z] Received message: []
[2025-05-23T15:32:51.544Z] Received message: []
[2025-05-23T15:33:51.546Z] Received message: []
[2025-05-23T15:34:51.549Z] Received message: []
[2025-05-23T15:35:51.552Z] Received message: []
[2025-05-23T15:36:51.554Z] Received message: []
[2025-05-23T15:37:51.556Z] Received message: []
[2025-05-23T15:38:51.558Z] Received message: []
[2025-05-23T15:39:51.561Z] Received message: []
[2025-05-23T15:40:51.563Z] Received message: []
[2025-05-23T15:41:51.565Z] Received message: []
[2025-05-23T15:42:51.568Z] Received message: []
[2025-05-23T15:43:51.569Z] Received message: []
[2025-05-23T15:44:51.571Z] Received message: []
[2025-05-23T15:45:51.573Z] Received message: []
[2025-05-23T15:46:51.575Z] Received message: []
[2025-05-23T15:47:51.578Z] Received message: []
[2025-05-23T15:48:51.579Z] Received message: []
[2025-05-23T15:49:51.581Z] Received message: []
[2025-05-23T15:50:51.584Z] Received message: []
[2025-05-23T15:51:51.587Z] Received message: []
[2025-05-23T15:52:51.589Z] Received message: []
[2025-05-23T15:53:51.592Z] Received message: []
[2025-05-23T15:54:51.594Z] Received message: []
[2025-05-23T15:55:51.597Z] Received message: []
[2025-05-23T15:56:51.600Z] Received message: []
[2025-05-23T15:57:51.602Z] Received message: []
[2025-05-23T15:58:51.604Z] Received message: []
[2025-05-23T15:59:51.606Z] Received message: []
[2025-05-23T16:00:51.608Z] Received message: []
[2025-05-23T16:01:51.609Z] Received message: []
[2025-05-23T16:02:51.612Z] Received message: []
[2025-05-23T16:03:51.614Z] Received message: []
[2025-05-23T16:04:51.615Z] Received message: []
[2025-05-23T16:05:51.618Z] Received message: []
[2025-05-23T16:06:51.620Z] Received message: []
[2025-05-23T16:07:51.622Z] Received message: []
[2025-05-23T16:08:51.624Z] Received message: []
[2025-05-23T16:09:51.626Z] Received message: []
[2025-05-23T16:10:51.628Z] Received message: []
[2025-05-23T16:11:51.630Z] Received message: []
[2025-05-23T16:12:51.633Z] Received message: []
[2025-05-23T16:13:31.461Z] Received message: [{"type":"cleanup"}]
[2025-05-23T16:13:31.461Z] Cleaning up after 8080173 ms...
[2025-05-23T16:13:31.461Z] Delaying for 10000 ms.
[2025-05-23T16:13:41.465Z] Start: Run in container: /bin/sh
[2025-05-23T16:13:41.476Z] Start: Run in container: for pid in `cd /proc && ls -d [0-9]*`; do { echo $pid ; readlink /proc/$pid/cwd || echo ; readlink /proc/$pid/ns/mnt || echo ; cat /proc/$pid/stat | tr "
[2025-05-23T16:13:41.698Z] Stop (222 ms): Run in container: for pid in `cd /proc && ls -d [0-9]*`; do { echo $pid ; readlink /proc/$pid/cwd || echo ; readlink /proc/$pid/ns/mnt || echo ; cat /proc/$pid/stat | tr "
[2025-05-23T16:13:41.700Z] Done.
[2025-05-23T16:13:41.701Z] Error confirming to extension: Error: connect ENOENT /run/user/1000/vscode-remote-containers-68889d17-5ffe-4829-9784-17ad6a3a471a.sock
    at PipeConnectWrap.afterConnect [as oncomplete] (node:net:1611:16)
[2025-05-23T20:09:44.947Z] Stop (14163482 ms): Run in container: /bin/sh
